route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,max_speed_mph,avg_speed_mph,trip_distance_miles
138410,3843.0,2022-02-16 21:47:38,2022-02-16 22:23:46,83,1,0,Completed,2022-02-18 19:17:04,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
138410,3843.0,2022-02-16 21:47:38,2022-02-16 22:23:46,83,1,0,Completed,2022-02-18 19:17:04,Ford,E-450,2019,24,0,2022-01-02 14:59:23,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
138410,3843.0,2022-02-16 21:47:38,2022-02-16 22:23:46,83,1,0,Completed,2022-02-18 19:17:04,Ford,E-450,2019,24,0,2022-07-21 16:35:18,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
137137,3843.0,2022-02-09 20:47:49,2022-02-09 21:49:05,83,6,0,Completed,2022-02-18 19:22:21,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.99636263,-82.92258941,39.99681235,-82.92247773,8.969,1.104157895,0.03
137137,3843.0,2022-02-09 20:47:49,2022-02-09 21:49:05,83,6,0,Completed,2022-02-18 19:22:21,Ford,E-450,2019,24,0,2022-01-02 14:59:23,39.99636263,-82.92258941,39.99681235,-82.92247773,8.969,1.104157895,0.03
137137,3843.0,2022-02-09 20:47:49,2022-02-09 21:49:05,83,6,0,Completed,2022-02-18 19:22:21,Ford,E-450,2019,24,0,2022-07-21 16:35:18,39.99636263,-82.92258941,39.99681235,-82.92247773,8.969,1.104157895,0.03
137137,3843.0,2022-02-09 20:47:49,2022-02-09 21:49:05,83,6,0,Completed,2022-07-24 00:19:51,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.99636263,-82.92258941,39.99681235,-82.92247773,8.969,1.104157895,0.03
137137,3843.0,2022-02-09 20:47:49,2022-02-09 21:49:05,83,6,0,Completed,2022-07-24 00:19:51,Ford,E-450,2019,24,0,2022-01-02 14:59:23,39.99636263,-82.92258941,39.99681235,-82.92247773,8.969,1.104157895,0.03
137137,3843.0,2022-02-09 20:47:49,2022-02-09 21:49:05,83,6,0,Completed,2022-07-24 00:19:51,Ford,E-450,2019,24,0,2022-07-21 16:35:18,39.99636263,-82.92258941,39.99681235,-82.92247773,8.969,1.104157895,0.03
136677,3843.0,2022-02-08 08:14:41,2022-02-08 09:25:37,83,13,0,Completed,2022-02-18 19:24:35,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136677,3843.0,2022-02-08 08:14:41,2022-02-08 09:25:37,83,13,0,Completed,2022-02-18 19:24:35,Ford,E-450,2019,24,0,2022-01-02 14:59:23,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136677,3843.0,2022-02-08 08:14:41,2022-02-08 09:25:37,83,13,0,Completed,2022-02-18 19:24:35,Ford,E-450,2019,24,0,2022-07-21 16:35:18,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
137440,3843.0,2022-02-10 20:04:28,2022-02-10 20:42:35,83,6,0,Completed,2022-02-18 19:20:43,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
137440,3843.0,2022-02-10 20:04:28,2022-02-10 20:42:35,83,6,0,Completed,2022-02-18 19:20:43,Ford,E-450,2019,24,0,2022-01-02 14:59:23,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
137440,3843.0,2022-02-10 20:04:28,2022-02-10 20:42:35,83,6,0,Completed,2022-02-18 19:20:43,Ford,E-450,2019,24,0,2022-07-21 16:35:18,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
136882,3843.0,2022-02-08 20:16:42,2022-02-08 20:37:37,83,6,0,Completed,2022-02-18 19:23:59,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136882,3843.0,2022-02-08 20:16:42,2022-02-08 20:37:37,83,6,0,Completed,2022-02-18 19:23:59,Ford,E-450,2019,24,0,2022-01-02 14:59:23,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136882,3843.0,2022-02-08 20:16:42,2022-02-08 20:37:37,83,6,0,Completed,2022-02-18 19:23:59,Ford,E-450,2019,24,0,2022-07-21 16:35:18,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136882,3843.0,2022-02-08 20:16:42,2022-02-08 20:37:37,83,6,0,Completed,2022-07-24 00:15:26,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136882,3843.0,2022-02-08 20:16:42,2022-02-08 20:37:37,83,6,0,Completed,2022-07-24 00:15:26,Ford,E-450,2019,24,0,2022-01-02 14:59:23,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136882,3843.0,2022-02-08 20:16:42,2022-02-08 20:37:37,83,6,0,Completed,2022-07-24 00:15:26,Ford,E-450,2019,24,0,2022-07-21 16:35:18,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
136090,3843.0,2022-02-08 02:17:42,2022-02-08 03:25:32,83,21,0,Completed,2022-02-18 19:31:56,Ford,E-450,2019,24,0,2020-12-31 13:56:57,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
