route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,total_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,max_speed_mph,avg_speed_mph,trip_distance_miles
135301,15392.0,2022-02-02 13:08:08,2022-02-02 13:23:52,7,1,0,1,Completed,2022-02-18 19:40:43,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.10469106,-83.09081392,40.10354073,-83.16063921,68.27,28.742,0.08
135301,15392.0,2022-02-02 13:08:08,2022-02-02 13:23:52,7,1,0,1,Completed,2022-02-18 19:40:43,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.10469106,-83.09081392,40.10354073,-83.16063921,68.27,28.742,0.08
135301,15392.0,2022-02-02 13:08:08,2022-02-02 13:23:52,7,1,0,1,Completed,2022-07-23 23:44:44,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.10469106,-83.09081392,40.10354073,-83.16063921,68.27,28.742,0.08
135301,15392.0,2022-02-02 13:08:08,2022-02-02 13:23:52,7,1,0,1,Completed,2022-07-23 23:44:44,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.10469106,-83.09081392,40.10354073,-83.16063921,68.27,28.742,0.08
135213,15392.0,2022-02-01 17:24:35,2022-02-01 17:53:26,7,1,0,1,Completed,2022-02-18 19:40:56,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.12038496,-83.13782817,40.10365148,-83.14140652,43.173,21.2814,1.15
135213,15392.0,2022-02-01 17:24:35,2022-02-01 17:53:26,7,1,0,1,Completed,2022-02-18 19:40:56,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.12038496,-83.13782817,40.10365148,-83.14140652,43.173,21.2814,1.15
135211,15392.0,2022-02-01 17:04:35,2022-02-01 17:23:57,7,1,0,1,Completed,2022-02-18 19:41:01,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.0988134,-83.12472107,40.1204099,-83.13784324,68.203,23.407547445,1.49
135211,15392.0,2022-02-01 17:04:35,2022-02-01 17:23:57,7,1,0,1,Completed,2022-02-18 19:41:01,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.0988134,-83.12472107,40.1204099,-83.13784324,68.203,23.407547445,1.49
134985,15392.0,2022-02-01 15:16:13,2022-02-01 15:29:54,7,1,0,1,Completed,2022-02-18 19:42:42,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.09322599,-83.14717561,40.06158366,-83.18209014,45.007,23.091442857,2.18
134985,15392.0,2022-02-01 15:16:13,2022-02-01 15:29:54,7,1,0,1,Completed,2022-02-18 19:42:42,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.09322599,-83.14717561,40.06158366,-83.18209014,45.007,23.091442857,2.18
134985,15392.0,2022-02-01 15:16:13,2022-02-01 15:29:54,7,1,0,1,Completed,2022-07-23 23:37:07,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.09322599,-83.14717561,40.06158366,-83.18209014,45.007,23.091442857,2.18
134985,15392.0,2022-02-01 15:16:13,2022-02-01 15:29:54,7,1,0,1,Completed,2022-07-23 23:37:07,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.09322599,-83.14717561,40.06158366,-83.18209014,45.007,23.091442857,2.18
134938,15392.0,2022-02-01 12:29:58,2022-02-01 12:46:28,7,1,0,1,Completed,2022-02-18 19:42:59,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.09861114,-83.15019952,40.09223099,-83.0933588,65.765,34.539584507,0.44
134938,15392.0,2022-02-01 12:29:58,2022-02-01 12:46:28,7,1,0,1,Completed,2022-02-18 19:42:59,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.09861114,-83.15019952,40.09223099,-83.0933588,65.765,34.539584507,0.44
134872,15392.0,2022-01-31 12:38:49,2022-01-31 13:15:41,7,1,0,1,Completed,2022-02-18 19:43:08,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.10475658,-83.0904292,40.10020056,-83.10489777,46.304,17.303554913,0.31
134872,15392.0,2022-01-31 12:38:49,2022-01-31 13:15:41,7,1,0,1,Completed,2022-02-18 19:43:08,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.10475658,-83.0904292,40.10020056,-83.10489777,46.304,17.303554913,0.31
134872,15392.0,2022-01-31 12:38:49,2022-01-31 13:15:41,7,1,0,1,Completed,2022-07-23 23:34:21,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.10475658,-83.0904292,40.10020056,-83.10489777,46.304,17.303554913,0.31
134872,15392.0,2022-01-31 12:38:49,2022-01-31 13:15:41,7,1,0,1,Completed,2022-07-23 23:34:21,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.10475658,-83.0904292,40.10020056,-83.10489777,46.304,17.303554913,0.31
134785,15392.0,2022-02-02 12:05:34,2022-02-02 12:30:18,7,1,0,1,Completed,2022-02-18 19:43:44,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.07214853,-83.12438298,40.09851225,-83.15027529,70.351,26.215169312,1.82
134785,15392.0,2022-02-02 12:05:34,2022-02-02 12:30:18,7,1,0,1,Completed,2022-02-18 19:43:44,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.07214853,-83.12438298,40.09851225,-83.15027529,70.351,26.215169312,1.82
134785,15392.0,2022-02-02 12:05:34,2022-02-02 12:30:18,7,1,0,1,Completed,2022-07-23 23:32:22,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.07214853,-83.12438298,40.09851225,-83.15027529,70.351,26.215169312,1.82
134785,15392.0,2022-02-02 12:05:34,2022-02-02 12:30:18,7,1,0,1,Completed,2022-07-23 23:32:22,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.07214853,-83.12438298,40.09851225,-83.15027529,70.351,26.215169312,1.82
134784,15392.0,2022-02-03 12:00:40,2022-02-03 12:32:17,7,1,0,1,Completed,2022-02-18 19:43:46,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.07212525,-83.12450077,40.09853734,-83.15026177,46.617,20.692816239,1.82
134784,15392.0,2022-02-03 12:00:40,2022-02-03 12:32:17,7,1,0,1,Completed,2022-02-18 19:43:46,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.07212525,-83.12450077,40.09853734,-83.15026177,46.617,20.692816239,1.82
134784,15392.0,2022-02-03 12:00:40,2022-02-03 12:32:17,7,1,0,1,Completed,2022-07-23 23:32:21,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.07212525,-83.12450077,40.09853734,-83.15026177,46.617,20.692816239,1.82
134784,15392.0,2022-02-03 12:00:40,2022-02-03 12:32:17,7,1,0,1,Completed,2022-07-23 23:32:21,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.07212525,-83.12450077,40.09853734,-83.15026177,46.617,20.692816239,1.82
134782,15392.0,2022-01-31 12:02:13,2022-01-31 12:31:14,7,1,0,1,Completed,2022-02-18 19:43:48,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.0704281,-83.12322567,40.09629559,-83.1517319,61.828,23.703834951,1.78
134782,15392.0,2022-01-31 12:02:13,2022-01-31 12:31:14,7,1,0,1,Completed,2022-02-18 19:43:48,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.0704281,-83.12322567,40.09629559,-83.1517319,61.828,23.703834951,1.78
134782,15392.0,2022-01-31 12:02:13,2022-01-31 12:31:14,7,1,0,1,Completed,2022-07-23 23:32:19,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.0704281,-83.12322567,40.09629559,-83.1517319,61.828,23.703834951,1.78
134782,15392.0,2022-01-31 12:02:13,2022-01-31 12:31:14,7,1,0,1,Completed,2022-07-23 23:32:19,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.0704281,-83.12322567,40.09629559,-83.1517319,61.828,23.703834951,1.78
134781,15392.0,2022-02-01 12:03:01,2022-02-01 12:29:48,7,1,0,1,Completed,2022-02-18 19:43:50,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.07215875,-83.12453037,40.0986143,-83.15019721,61.538,22.938191589,1.83
134781,15392.0,2022-02-01 12:03:01,2022-02-01 12:29:48,7,1,0,1,Completed,2022-02-18 19:43:50,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.07215875,-83.12453037,40.0986143,-83.15019721,61.538,22.938191589,1.83
134781,15392.0,2022-02-01 12:03:01,2022-02-01 12:29:48,7,1,0,1,Completed,2022-07-23 23:32:17,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.07215875,-83.12453037,40.0986143,-83.15019721,61.538,22.938191589,1.83
134781,15392.0,2022-02-01 12:03:01,2022-02-01 12:29:48,7,1,0,1,Completed,2022-07-23 23:32:17,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.07215875,-83.12453037,40.0986143,-83.15019721,61.538,22.938191589,1.83
134424,15392.0,2022-02-01 16:16:16,2022-02-01 16:38:00,7,1,0,1,Completed,2022-02-18 19:45:43,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.10385438,-83.1576929,40.10238739,-83.16395844,35.857,10.591058824,0.1
134424,15392.0,2022-02-01 16:16:16,2022-02-01 16:38:00,7,1,0,1,Completed,2022-02-18 19:45:43,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.10385438,-83.1576929,40.10238739,-83.16395844,35.857,10.591058824,0.1
134424,15392.0,2022-02-01 16:16:16,2022-02-01 16:38:00,7,1,0,1,Completed,2022-07-23 21:33:53,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.10385438,-83.1576929,40.10238739,-83.16395844,35.857,10.591058824,0.1
134424,15392.0,2022-02-01 16:16:16,2022-02-01 16:38:00,7,1,0,1,Completed,2022-07-23 21:33:53,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.10385438,-83.1576929,40.10238739,-83.16395844,35.857,10.591058824,0.1
134299,15392.0,2022-01-31 15:49:43,2022-01-31 16:10:05,7,1,0,1,Completed,2022-02-18 19:46:58,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.09118619,-83.09171348,40.10379581,-83.15764506,74.78,35.646144,0.87
134299,15392.0,2022-01-31 15:49:43,2022-01-31 16:10:05,7,1,0,1,Completed,2022-02-18 19:46:58,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.09118619,-83.09171348,40.10379581,-83.15764506,74.78,35.646144,0.87
134299,15392.0,2022-01-31 15:49:43,2022-01-31 16:10:05,7,1,0,1,Completed,2022-07-23 21:29:49,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.09118619,-83.09171348,40.10379581,-83.15764506,74.78,35.646144,0.87
134299,15392.0,2022-01-31 15:49:43,2022-01-31 16:10:05,7,1,0,1,Completed,2022-07-23 21:29:49,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.09118619,-83.09171348,40.10379581,-83.15764506,74.78,35.646144,0.87
134295,15392.0,2022-02-01 15:30:35,2022-02-01 16:15:31,7,1,0,1,Completed,2022-02-18 19:47:03,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.0615844,-83.18209408,40.10385388,-83.15769432,69.948,34.331868726,2.92
134295,15392.0,2022-02-01 15:30:35,2022-02-01 16:15:31,7,1,0,1,Completed,2022-02-18 19:47:03,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.0615844,-83.18209408,40.10385388,-83.15769432,69.948,34.331868726,2.92
134295,15392.0,2022-02-01 15:30:35,2022-02-01 16:15:31,7,1,0,1,Completed,2022-07-23 21:29:40,Honda,Odyssey,2018,7,0,2021-03-02 16:24:58,40.0615844,-83.18209408,40.10385388,-83.15769432,69.948,34.331868726,2.92
134295,15392.0,2022-02-01 15:30:35,2022-02-01 16:15:31,7,1,0,1,Completed,2022-07-23 21:29:40,Honda,Odyssey,2018,7,0,2021-12-13 13:04:51,40.0615844,-83.18209408,40.10385388,-83.15769432,69.948,34.331868726,2.92
