route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,total_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,min_speed_mph,max_speed_mph,avg_speed_mph,trip_distance_miles
138922,11.0,2022-02-18 20:31:50,2022-02-18 22:12:37,42,3,1,4,Completed,2022-02-18 22:12:43,Ford,,2018,9,2,2021-03-02 16:28:46,39.87597095,-82.86650317,40.11891582,-83.07381166,0.0,72.431,29.759931937,16.76
138922,11.0,2022-02-18 20:31:50,2022-02-18 22:12:37,42,3,1,4,Completed,2022-02-18 22:12:43,Ford,,2018,9,2,2022-01-02 14:58:21,39.87597095,-82.86650317,40.11891582,-83.07381166,0.0,72.431,29.759931937,16.76
138922,11.0,2022-02-18 20:31:50,2022-02-18 22:12:37,42,3,1,4,Completed,2022-02-18 22:12:43,Ford,,2018,9,2,2022-07-31 18:29:49,39.87597095,-82.86650317,40.11891582,-83.07381166,0.0,72.431,29.759931937,16.76
138912,11.0,2022-02-18 13:16:18,2022-02-18 14:56:27,42,3,1,4,Completed,2022-02-18 19:14:48,Ford,,2018,9,2,2021-03-02 16:28:46,40.08779322,-82.97564044,39.97118089,-82.96811446,0.0,76.391,27.089560876,8.05
138912,11.0,2022-02-18 13:16:18,2022-02-18 14:56:27,42,3,1,4,Completed,2022-02-18 19:14:48,Ford,,2018,9,2,2022-01-02 14:58:21,40.08779322,-82.97564044,39.97118089,-82.96811446,0.0,76.391,27.089560876,8.05
138912,11.0,2022-02-18 13:16:18,2022-02-18 14:56:27,42,3,1,4,Completed,2022-02-18 19:14:48,Ford,,2018,9,2,2022-07-31 18:29:49,40.08779322,-82.97564044,39.97118089,-82.96811446,0.0,76.391,27.089560876,8.05
138904,11.0,2022-02-18 11:11:57,2022-02-18 13:14:37,42,5,0,5,Completed,2022-02-18 19:14:55,Ford,,2018,9,2,2021-03-02 16:28:46,39.98544535,-82.90254889,40.08791203,-82.97223544,0.0,69.904,32.478185556,7.07
138904,11.0,2022-02-18 11:11:57,2022-02-18 13:14:37,42,5,0,5,Completed,2022-02-18 19:14:55,Ford,,2018,9,2,2022-01-02 14:58:21,39.98544535,-82.90254889,40.08791203,-82.97223544,0.0,69.904,32.478185556,7.07
138904,11.0,2022-02-18 11:11:57,2022-02-18 13:14:37,42,5,0,5,Completed,2022-02-18 19:14:55,Ford,,2018,9,2,2022-07-31 18:29:49,39.98544535,-82.90254889,40.08791203,-82.97223544,0.0,69.904,32.478185556,7.07
138457,11.0,2022-02-17 18:40:38,2022-02-17 19:34:17,42,0,1,1,Completed,2022-02-18 19:16:41,Ford,,2018,9,2,2021-03-02 16:28:46,39.99144084,-82.98530719,39.87669906,-82.86694895,0.0,70.888,48.015444444,7.92
