route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,total_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,min_speed_mph,max_speed_mph,avg_speed_mph,trip_distance_miles
138909,24.0,2022-02-18 11:02:26,2022-02-18 13:06:47,71,5,0,5,Completed,2022-02-18 19:14:51,Ford,,2019,12,4,2021-03-02 16:42:40,39.98407775,-82.91717866,39.97117506,-82.96804127,0.0,65.34,26.099655108,0.89
138909,24.0,2022-02-18 11:02:26,2022-02-18 13:06:47,71,5,0,5,Completed,2022-02-18 19:14:51,Ford,,2019,12,4,2022-01-02 14:59:04,39.98407775,-82.91717866,39.97117506,-82.96804127,0.0,65.34,26.099655108,0.89
138458,24.0,2022-02-17 18:44:00,2022-02-17 20:15:32,71,4,0,4,Completed,2022-02-18 19:16:38,Ford,,2019,12,4,2021-03-02 16:42:40,39.98401706,-82.91697904,40.01281085,-82.85027016,0.0,62.723,29.152401934,1.99
138458,24.0,2022-02-17 18:44:00,2022-02-17 20:15:32,71,4,0,4,Completed,2022-02-18 19:16:38,Ford,,2019,12,4,2022-01-02 14:59:04,39.98401706,-82.91697904,40.01281085,-82.85027016,0.0,62.723,29.152401934,1.99
138442,24.0,2022-02-17 11:21:54,2022-02-17 13:11:12,71,4,0,4,Completed,2022-02-18 19:16:56,Ford,,2019,12,4,2021-03-02 16:42:40,39.98416936,-82.91696451,39.97118442,-82.96796924,0.0,59.927,26.590042746,0.9
138442,24.0,2022-02-17 11:21:54,2022-02-17 13:11:12,71,4,0,4,Completed,2022-02-18 19:16:56,Ford,,2019,12,4,2022-01-02 14:59:04,39.98416936,-82.91696451,39.97118442,-82.96796924,0.0,59.927,26.590042746,0.9
136976,24.0,2022-02-16 20:12:49,2022-02-16 21:53:37,71,5,0,5,Completed,2022-02-18 19:23:02,Ford,,2019,12,4,2021-03-02 16:42:40,40.08789073,-82.97200499,39.9840878,-82.91715407,0.0,63.506,22.506398496,7.16
136976,24.0,2022-02-16 20:12:49,2022-02-16 21:53:37,71,5,0,5,Completed,2022-02-18 19:23:02,Ford,,2019,12,4,2022-01-02 14:59:04,40.08789073,-82.97200499,39.9840878,-82.91715407,0.0,63.506,22.506398496,7.16
136973,24.0,2022-02-16 18:39:27,2022-02-16 20:12:19,71,4,0,4,Completed,2022-02-18 19:23:06,Ford,,2019,12,4,2021-03-02 16:42:40,39.98414501,-82.91697431,40.08789582,-82.97198749,0.0,66.347,33.510548139,7.16
136973,24.0,2022-02-16 18:39:27,2022-02-16 20:12:19,71,4,0,4,Completed,2022-02-18 19:23:06,Ford,,2019,12,4,2022-01-02 14:59:04,39.98414501,-82.91697431,40.08789582,-82.97198749,0.0,66.347,33.510548139,7.16
136965,24.0,2022-02-16 11:05:00,2022-02-16 13:02:36,71,5,0,5,Completed,2022-02-18 19:23:20,Ford,,2019,12,4,2021-03-02 16:42:40,39.98399133,-82.91711607,39.97116285,-82.96795537,0.0,66.279,29.016998934,0.89
136965,24.0,2022-02-16 11:05:00,2022-02-16 13:02:36,71,5,0,5,Completed,2022-02-18 19:23:20,Ford,,2019,12,4,2022-01-02 14:59:04,39.98399133,-82.91711607,39.97116285,-82.96795537,0.0,66.279,29.016998934,0.89
136617,24.0,2022-02-14 18:41:12,2022-02-14 20:28:30,71,5,0,5,Completed,2022-02-18 19:25:30,Ford,,2019,12,4,2021-03-02 16:42:40,39.98417329,-82.91694918,40.03044432,-82.91180537,0.0,68.092,24.540056738,3.19
136617,24.0,2022-02-14 18:41:12,2022-02-14 20:28:30,71,5,0,5,Completed,2022-02-18 19:25:30,Ford,,2019,12,4,2022-01-02 14:59:04,39.98417329,-82.91694918,40.03044432,-82.91180537,0.0,68.092,24.540056738,3.19
138919,24.0,2022-02-18 20:12:51,2022-02-18 21:23:55,71,2,0,2,Completed,2022-02-18 21:23:56,Ford,,2019,12,4,2021-03-02 16:42:40,40.03043738,-82.91181036,39.98402464,-82.91717596,0.0,66.034,23.456644283,3.2
138919,24.0,2022-02-18 20:12:51,2022-02-18 21:23:55,71,2,0,2,Completed,2022-02-18 21:23:56,Ford,,2019,12,4,2022-01-02 14:59:04,40.03043738,-82.91181036,39.98402464,-82.91717596,0.0,66.034,23.456644283,3.2
