route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,max_speed_mph,avg_speed_mph,trip_distance_miles
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-02-24 21:42:39,Ford,,2018,14,0,2021-04-20 16:33:36,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-02-24 21:42:39,Ford,,2018,14,0,2021-10-15 14:29:27,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-02-24 21:42:39,Ford,,2018,14,0,2022-01-02 15:03:14,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-02-24 21:42:39,Ford,,2018,14,0,2022-08-10 18:56:20,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-07-24 00:50:55,Ford,,2018,14,0,2021-04-20 16:33:36,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-07-24 00:50:55,Ford,,2018,14,0,2021-10-15 14:29:27,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-07-24 00:50:55,Ford,,2018,14,0,2022-01-02 15:03:14,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
138844,2190.0,2022-02-24 20:02:00,2022-02-24 21:42:39,46,7,0,Completed,2022-07-24 00:50:55,Ford,,2018,14,0,2022-08-10 18:56:20,40.05805832,-82.95923987,39.94309494,-83.02247122,61.538,21.883210526,7.93
137243,2190.0,2022-02-23 18:47:47,2022-02-23 19:49:51,46,12,0,Completed,2022-02-23 19:49:52,Ford,,2018,14,0,2021-04-20 16:33:36,39.98124682,-82.94344986,39.89487724,-83.42212999,83.146,49.226478689,5.96
137243,2190.0,2022-02-23 18:47:47,2022-02-23 19:49:51,46,12,0,Completed,2022-02-23 19:49:52,Ford,,2018,14,0,2021-10-15 14:29:27,39.98124682,-82.94344986,39.89487724,-83.42212999,83.146,49.226478689,5.96
