route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,total_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,min_speed_mph,max_speed_mph,avg_speed_mph,trip_distance_miles
138827,45.0,2022-02-22 01:00:59,2022-02-22 01:58:07,42,0,1,1,Completed,2022-02-22 01:58:10,Ford,,2018,9,2,2021-03-02 16:28:46,40.14622176,-83.08702718,40.1041938,-83.10247427,0.0,45.745,22.654920863,2.9
138827,45.0,2022-02-22 01:00:59,2022-02-22 01:58:07,42,0,1,1,Completed,2022-02-22 01:58:10,Ford,,2018,9,2,2022-01-02 14:58:21,40.14622176,-83.08702718,40.1041938,-83.10247427,0.0,45.745,22.654920863,2.9
138827,45.0,2022-02-22 01:00:59,2022-02-22 01:58:07,42,0,1,1,Completed,2022-02-22 01:58:10,Ford,,2018,9,2,2022-07-31 18:29:49,40.14622176,-83.08702718,40.1041938,-83.10247427,0.0,45.745,22.654920863,2.9
138827,45.0,2022-02-22 01:00:59,2022-02-22 01:58:07,42,0,1,1,Completed,2022-07-24 00:50:39,Ford,,2018,9,2,2021-03-02 16:28:46,40.14622176,-83.08702718,40.1041938,-83.10247427,0.0,45.745,22.654920863,2.9
138827,45.0,2022-02-22 01:00:59,2022-02-22 01:58:07,42,0,1,1,Completed,2022-07-24 00:50:39,Ford,,2018,9,2,2022-01-02 14:58:21,40.14622176,-83.08702718,40.1041938,-83.10247427,0.0,45.745,22.654920863,2.9
138827,45.0,2022-02-22 01:00:59,2022-02-22 01:58:07,42,0,1,1,Completed,2022-07-24 00:50:39,Ford,,2018,9,2,2022-07-31 18:29:49,40.14622176,-83.08702718,40.1041938,-83.10247427,0.0,45.745,22.654920863,2.9
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-02-23 03:40:59,Ford,,2018,9,2,2021-03-02 16:28:46,39.98418709,-82.91737139,39.98418709,-82.91737139,0.0,0.0,0.0,0.0
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-02-23 03:40:59,Ford,,2018,9,2,2022-01-02 14:58:21,39.98418709,-82.91737139,39.98418709,-82.91737139,0.0,0.0,0.0,0.0
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-02-23 03:40:59,Ford,,2018,9,2,2022-07-31 18:29:49,39.98418709,-82.91737139,39.98418709,-82.91737139,0.0,0.0,0.0,0.0
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-07-24 00:44:54,Ford,,2018,9,2,2021-03-02 16:28:46,39.98418709,-82.91737139,39.98418709,-82.91737139,0.0,0.0,0.0,0.0
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-07-24 00:44:54,Ford,,2018,9,2,2022-01-02 14:58:21,39.98418709,-82.91737139,39.98418709,-82.91737139,0.0,0.0,0.0,0.0
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-07-24 00:44:54,Ford,,2018,9,2,2022-07-31 18:29:49,39.98418709,-82.91737139,39.98418709,-82.91737139,0.0,0.0,0.0,0.0
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-02-18 19:21:00,Ford,,2018,9,2,2021-03-02 16:28:46,40.10840509,-83.09105349,40.14623392,-83.08677693,0.0,45.968,21.137869565,2.61
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-02-18 19:21:00,Ford,,2018,9,2,2022-01-02 14:58:21,40.10840509,-83.09105349,40.14623392,-83.08677693,0.0,45.968,21.137869565,2.61
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-02-18 19:21:00,Ford,,2018,9,2,2022-07-31 18:29:49,40.10840509,-83.09105349,40.14623392,-83.08677693,0.0,45.968,21.137869565,2.61
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-07-24 00:24:26,Ford,,2018,9,2,2021-03-02 16:28:46,40.10840509,-83.09105349,40.14623392,-83.08677693,0.0,45.968,21.137869565,2.61
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-07-24 00:24:26,Ford,,2018,9,2,2022-01-02 14:58:21,40.10840509,-83.09105349,40.14623392,-83.08677693,0.0,45.968,21.137869565,2.61
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-07-24 00:24:26,Ford,,2018,9,2,2022-07-31 18:29:49,40.10840509,-83.09105349,40.14623392,-83.08677693,0.0,45.968,21.137869565,2.61
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-02-18 19:20:58,Ford,,2018,9,2,2021-03-02 16:28:46,40.14623392,-83.08677693,40.10321193,-83.10147234,0.0,42.545,21.915151079,2.97
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-02-18 19:20:58,Ford,,2018,9,2,2022-01-02 14:58:21,40.14623392,-83.08677693,40.10321193,-83.10147234,0.0,42.545,21.915151079,2.97
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-02-18 19:20:58,Ford,,2018,9,2,2022-07-31 18:29:49,40.14623392,-83.08677693,40.10321193,-83.10147234,0.0,42.545,21.915151079,2.97
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-07-24 00:24:27,Ford,,2018,9,2,2021-03-02 16:28:46,40.14623392,-83.08677693,40.10321193,-83.10147234,0.0,42.545,21.915151079,2.97
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-07-24 00:24:27,Ford,,2018,9,2,2022-01-02 14:58:21,40.14623392,-83.08677693,40.10321193,-83.10147234,0.0,42.545,21.915151079,2.97
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-07-24 00:24:27,Ford,,2018,9,2,2022-07-31 18:29:49,40.14623392,-83.08677693,40.10321193,-83.10147234,0.0,42.545,21.915151079,2.97
138826,45.0,2022-02-22 00:03:58,2022-02-22 00:40:51,42,0,1,1,Completed,2022-02-22 00:40:53,Ford,,2018,9,2,2021-03-02 16:28:46,39.98448918,-82.91690896,40.14622176,-83.08702718,0.0,89.41,48.655476471,11.16
138826,45.0,2022-02-22 00:03:58,2022-02-22 00:40:51,42,0,1,1,Completed,2022-02-22 00:40:53,Ford,,2018,9,2,2022-01-02 14:58:21,39.98448918,-82.91690896,40.14622176,-83.08702718,0.0,89.41,48.655476471,11.16
138826,45.0,2022-02-22 00:03:58,2022-02-22 00:40:51,42,0,1,1,Completed,2022-02-22 00:40:53,Ford,,2018,9,2,2022-07-31 18:29:49,39.98448918,-82.91690896,40.14622176,-83.08702718,0.0,89.41,48.655476471,11.16
