route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,total_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,min_speed_mph,max_speed_mph,avg_speed_mph,trip_distance_miles
138780,16576.0,2022-02-23 23:47:28,2022-02-24 00:32:47,253,1,0,1,Completed,2022-02-24 00:32:52,Ford,Transit,2019,0,0,2021-04-20 16:35:40,40.09044689,-83.10717081,40.1045654,-83.09070399,0.0,38.318,15.793816456,0.97
138780,16576.0,2022-02-23 23:47:28,2022-02-24 00:32:47,253,1,0,1,Completed,2022-02-24 00:32:52,Ford,Transit,2019,0,0,2021-08-31 17:56:36,40.09044689,-83.10717081,40.1045654,-83.09070399,0.0,38.318,15.793816456,0.97
138780,16576.0,2022-02-23 23:47:28,2022-02-24 00:32:47,253,1,0,1,Completed,2022-02-24 00:32:52,Ford,Transit,2019,14,0,2022-01-02 14:57:27,40.09044689,-83.10717081,40.1045654,-83.09070399,0.0,38.318,15.793816456,0.97
138780,16576.0,2022-02-23 23:47:28,2022-02-24 00:32:47,253,1,0,1,Completed,2022-07-24 00:49:47,Ford,Transit,2019,0,0,2021-04-20 16:35:40,40.09044689,-83.10717081,40.1045654,-83.09070399,0.0,38.318,15.793816456,0.97
138780,16576.0,2022-02-23 23:47:28,2022-02-24 00:32:47,253,1,0,1,Completed,2022-07-24 00:49:47,Ford,Transit,2019,0,0,2021-08-31 17:56:36,40.09044689,-83.10717081,40.1045654,-83.09070399,0.0,38.318,15.793816456,0.97
138780,16576.0,2022-02-23 23:47:28,2022-02-24 00:32:47,253,1,0,1,Completed,2022-07-24 00:49:47,Ford,Transit,2019,14,0,2022-01-02 14:57:27,40.09044689,-83.10717081,40.1045654,-83.09070399,0.0,38.318,15.793816456,0.97
138757,16576.0,2022-02-21 22:31:52,2022-02-21 23:20:31,253,1,0,1,Completed,2022-02-21 23:20:33,Ford,Transit,2019,0,0,2021-04-20 16:35:40,40.10347006,-83.16085184,40.12153052,-83.09213579,0.0,69.345,22.83116763,1.25
138757,16576.0,2022-02-21 22:31:52,2022-02-21 23:20:31,253,1,0,1,Completed,2022-02-21 23:20:33,Ford,Transit,2019,0,0,2021-08-31 17:56:36,40.10347006,-83.16085184,40.12153052,-83.09213579,0.0,69.345,22.83116763,1.25
138757,16576.0,2022-02-21 22:31:52,2022-02-21 23:20:31,253,1,0,1,Completed,2022-02-21 23:20:33,Ford,Transit,2019,14,0,2022-01-02 14:57:27,40.10347006,-83.16085184,40.12153052,-83.09213579,0.0,69.345,22.83116763,1.25
138757,16576.0,2022-02-21 22:31:52,2022-02-21 23:20:31,253,1,0,1,Completed,2022-07-24 00:49:26,Ford,Transit,2019,0,0,2021-04-20 16:35:40,40.10347006,-83.16085184,40.12153052,-83.09213579,0.0,69.345,22.83116763,1.25
