route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,status_x,updated_at_x,make,model,year,capacity,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,max_speed_mph,avg_speed_mph,trip_distance_miles
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-02-23 11:03:53,Ford,,2018,14,2021-04-20 16:33:36,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-02-23 11:03:53,Ford,,2018,14,2021-10-15 14:29:27,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-02-23 11:03:53,Ford,,2018,14,2022-01-02 15:03:14,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-02-23 11:03:53,Ford,,2018,14,2022-08-10 18:56:20,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-07-24 00:21:41,Ford,,2018,14,2021-04-20 16:33:36,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-07-24 00:21:41,Ford,,2018,14,2021-10-15 14:29:27,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-07-24 00:21:41,Ford,,2018,14,2022-01-02 15:03:14,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,Completed,2022-07-24 00:21:41,Ford,,2018,14,2022-08-10 18:56:20,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-02-24 11:05:56,Ford,,2018,14,2021-04-20 16:33:36,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-02-24 11:05:56,Ford,,2018,14,2021-10-15 14:29:27,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-02-24 11:05:56,Ford,,2018,14,2022-01-02 15:03:14,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-02-24 11:05:56,Ford,,2018,14,2022-08-10 18:56:20,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-07-24 00:21:30,Ford,,2018,14,2021-04-20 16:33:36,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-07-24 00:21:30,Ford,,2018,14,2021-10-15 14:29:27,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-07-24 00:21:30,Ford,,2018,14,2022-01-02 15:03:14,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,Completed,2022-07-24 00:21:30,Ford,,2018,14,2022-08-10 18:56:20,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,Completed,2022-02-25 12:38:02,Ford,,2018,14,2021-04-20 16:33:36,39.89519084,-83.42263902,40.09287082,-83.12568088,72.654,53.366815217,13.64
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,Completed,2022-02-25 12:38:02,Ford,,2018,14,2021-10-15 14:29:27,39.89519084,-83.42263902,40.09287082,-83.12568088,72.654,53.366815217,13.64
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,Completed,2022-02-25 12:38:02,Ford,,2018,14,2022-01-02 15:03:14,39.89519084,-83.42263902,40.09287082,-83.12568088,72.654,53.366815217,13.64
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,Completed,2022-02-25 12:38:02,Ford,,2018,14,2022-08-10 18:56:20,39.89519084,-83.42263902,40.09287082,-83.12568088,72.654,53.366815217,13.64
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,Completed,2022-07-24 00:21:14,Ford,,2018,14,2021-04-20 16:33:36,39.89519084,-83.42263902,40.09287082,-83.12568088,72.654,53.366815217,13.64
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,Completed,2022-07-24 00:21:14,Ford,,2018,14,2021-10-15 14:29:27,39.89519084,-83.42263902,40.09287082,-83.12568088,72.654,53.366815217,13.64
