route_id,driver_id_x,start_ts_x,end_ts_x,vehicle_id_x,ambulatory_riders_x,handicapped_riders_x,total_riders_x,status_x,updated_at_x,make,model,year,capacity,handicapped,updated_at_y,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,min_speed_mph,max_speed_mph,avg_speed_mph,trip_distance_miles
138847,21.0,2022-02-23 11:16:53,2022-02-23 13:47:37,85,7,0,7,Completed,2022-02-23 13:47:40,Ford,,2019,13,0,2021-04-07 12:52:24,39.90278092,-83.4321235,40.02737824,-82.93924706,0.0,76.569,43.875155149,8.6
138847,21.0,2022-02-23 11:16:53,2022-02-23 13:47:37,85,7,0,7,Completed,2022-02-23 13:47:40,Ford,,2019,13,0,2022-01-02 14:57:50,39.90278092,-83.4321235,40.02737824,-82.93924706,0.0,76.569,43.875155149,8.6
138847,21.0,2022-02-23 11:16:53,2022-02-23 13:47:37,85,7,0,7,Completed,2022-07-24 00:50:57,Ford,,2019,13,0,2021-04-07 12:52:24,39.90278092,-83.4321235,40.02737824,-82.93924706,0.0,76.569,43.875155149,8.6
138847,21.0,2022-02-23 11:16:53,2022-02-23 13:47:37,85,7,0,7,Completed,2022-07-24 00:50:57,Ford,,2019,13,0,2022-01-02 14:57:50,39.90278092,-83.4321235,40.02737824,-82.93924706,0.0,76.569,43.875155149,8.6
137241,21.0,2022-02-23 09:57:51,2022-02-23 11:06:58,85,13,0,13,Completed,2022-02-23 11:07:00,Ford,,2019,13,0,2021-04-07 12:52:24,39.98449468,-82.91766538,39.89491948,-83.42196749,0.0,75.988,51.909887658,6.18
137241,21.0,2022-02-23 09:57:51,2022-02-23 11:06:58,85,13,0,13,Completed,2022-02-23 11:07:00,Ford,,2019,13,0,2022-01-02 14:57:50,39.98449468,-82.91766538,39.89491948,-83.42196749,0.0,75.988,51.909887658,6.18
137241,21.0,2022-02-23 09:57:51,2022-02-23 11:06:58,85,13,0,13,Completed,2022-07-24 00:21:35,Ford,,2019,13,0,2021-04-07 12:52:24,39.98449468,-82.91766538,39.89491948,-83.42196749,0.0,75.988,51.909887658,6.18
137241,21.0,2022-02-23 09:57:51,2022-02-23 11:06:58,85,13,0,13,Completed,2022-07-24 00:21:35,Ford,,2019,13,0,2022-01-02 14:57:50,39.98449468,-82.91766538,39.89491948,-83.42196749,0.0,75.988,51.909887658,6.18
144964,21.0,2022-03-24 15:43:22,2022-03-24 17:33:28,85,8,0,8,Completed,2022-03-24 17:33:29,Ford,,2019,13,0,2021-04-07 12:52:24,39.9045526,-82.92218278,39.83581257,-82.96176143,0.0,75.317,36.645881374,4.74
144964,21.0,2022-03-24 15:43:22,2022-03-24 17:33:28,85,8,0,8,Completed,2022-03-24 17:33:29,Ford,,2019,13,0,2022-01-02 14:57:50,39.9045526,-82.92218278,39.83581257,-82.96176143,0.0,75.317,36.645881374,4.74
144964,21.0,2022-03-24 15:43:22,2022-03-24 17:33:28,85,8,0,8,Completed,2022-07-24 02:42:41,Ford,,2019,13,0,2021-04-07 12:52:24,39.9045526,-82.92218278,39.83581257,-82.96176143,0.0,75.317,36.645881374,4.74
144964,21.0,2022-03-24 15:43:22,2022-03-24 17:33:28,85,8,0,8,Completed,2022-07-24 02:42:41,Ford,,2019,13,0,2022-01-02 14:57:50,39.9045526,-82.92218278,39.83581257,-82.96176143,0.0,75.317,36.645881374,4.74
143799,21.0,2022-03-18 08:58:55,2022-03-18 10:03:29,85,6,0,6,Completed,2022-03-22 19:17:52,Ford,,2019,13,0,2021-04-07 12:52:24,40.06288281,-82.96946769,39.83524913,-82.96180757,0.0,78.427,37.953620915,15.71
143799,21.0,2022-03-18 08:58:55,2022-03-18 10:03:29,85,6,0,6,Completed,2022-03-22 19:17:52,Ford,,2019,13,0,2022-01-02 14:57:50,40.06288281,-82.96946769,39.83524913,-82.96180757,0.0,78.427,37.953620915,15.71
143799,21.0,2022-03-18 08:58:55,2022-03-18 10:03:29,85,6,0,6,Completed,2022-07-24 02:18:46,Ford,,2019,13,0,2021-04-07 12:52:24,40.06288281,-82.96946769,39.83524913,-82.96180757,0.0,78.427,37.953620915,15.71
143799,21.0,2022-03-18 08:58:55,2022-03-18 10:03:29,85,6,0,6,Completed,2022-07-24 02:18:46,Ford,,2019,13,0,2022-01-02 14:57:50,40.06288281,-82.96946769,39.83524913,-82.96180757,0.0,78.427,37.953620915,15.71
141943,21.0,2022-03-11 11:48:06,2022-03-11 12:47:39,85,11,0,11,Completed,2022-03-22 19:31:06,Ford,,2019,13,0,2021-04-07 12:52:24,39.89486876,-83.42195367,40.09284907,-83.12566713,0.0,74.668,47.140447796,13.66
141943,21.0,2022-03-11 11:48:06,2022-03-11 12:47:39,85,11,0,11,Completed,2022-03-22 19:31:06,Ford,,2019,13,0,2022-01-02 14:57:50,39.89486876,-83.42195367,40.09284907,-83.12566713,0.0,74.668,47.140447796,13.66
141943,21.0,2022-03-11 11:48:06,2022-03-11 12:47:39,85,11,0,11,Completed,2022-07-24 01:44:15,Ford,,2019,13,0,2021-04-07 12:52:24,39.89486876,-83.42195367,40.09284907,-83.12566713,0.0,74.668,47.140447796,13.66
141943,21.0,2022-03-11 11:48:06,2022-03-11 12:47:39,85,11,0,11,Completed,2022-07-24 01:44:15,Ford,,2019,13,0,2022-01-02 14:57:50,39.89486876,-83.42195367,40.09284907,-83.12566713,0.0,74.668,47.140447796,13.66
140485,21.0,2022-03-04 11:56:41,2022-03-04 12:47:13,85,10,0,10,Completed,2022-03-22 19:40:48,Ford,,2019,13,0,2021-04-07 12:52:24,39.89520648,-83.42248661,40.09285554,-83.12572583,0.0,75.63,45.536378924,13.64
140485,21.0,2022-03-04 11:56:41,2022-03-04 12:47:13,85,10,0,10,Completed,2022-03-22 19:40:48,Ford,,2019,13,0,2022-01-02 14:57:50,39.89520648,-83.42248661,40.09285554,-83.12572583,0.0,75.63,45.536378924,13.64
140485,21.0,2022-03-04 11:56:41,2022-03-04 12:47:13,85,10,0,10,Completed,2022-07-24 01:19:22,Ford,,2019,13,0,2021-04-07 12:52:24,39.89520648,-83.42248661,40.09285554,-83.12572583,0.0,75.63,45.536378924,13.64
140485,21.0,2022-03-04 11:56:41,2022-03-04 12:47:13,85,10,0,10,Completed,2022-07-24 01:19:22,Ford,,2019,13,0,2022-01-02 14:57:50,39.89520648,-83.42248661,40.09285554,-83.12572583,0.0,75.63,45.536378924,13.64
140484,21.0,2022-03-04 09:57:30,2022-03-04 11:05:07,85,7,0,7,Completed,2022-03-22 19:40:50,Ford,,2019,13,0,2021-04-07 12:52:24,39.98425673,-82.91757196,39.89509748,-83.42184008,0.0,75.161,53.375150573,6.15
140484,21.0,2022-03-04 09:57:30,2022-03-04 11:05:07,85,7,0,7,Completed,2022-03-22 19:40:50,Ford,,2019,13,0,2022-01-02 14:57:50,39.98425673,-82.91757196,39.89509748,-83.42184008,0.0,75.161,53.375150573,6.15
140484,21.0,2022-03-04 09:57:30,2022-03-04 11:05:07,85,7,0,7,Completed,2022-07-24 01:19:21,Ford,,2019,13,0,2021-04-07 12:52:24,39.98425673,-82.91757196,39.89509748,-83.42184008,0.0,75.161,53.375150573,6.15
140484,21.0,2022-03-04 09:57:30,2022-03-04 11:05:07,85,7,0,7,Completed,2022-07-24 01:19:21,Ford,,2019,13,0,2022-01-02 14:57:50,39.98425673,-82.91757196,39.89509748,-83.42184008,0.0,75.161,53.375150573,6.15
167432,21.0,2022-06-22 09:31:54,2022-06-22 10:44:36,85,10,0,10,Completed,2022-07-25 21:31:14,Ford,,2019,13,0,2021-04-07 12:52:24,39.98442213,-82.91689659,39.73287792,-82.67040847,0.0,77.688,49.64214214,17.35
167432,21.0,2022-06-22 09:31:54,2022-06-22 10:44:36,85,10,0,10,Completed,2022-07-25 21:31:14,Ford,,2019,13,0,2022-01-02 14:57:50,39.98442213,-82.91689659,39.73287792,-82.67040847,0.0,77.688,49.64214214,17.35
167433,21.0,2022-06-21 09:32:10,2022-06-21 10:44:08,85,10,0,10,Completed,2022-07-25 21:33:20,Ford,,2019,13,0,2021-04-07 12:52:24,39.99770023,-82.9245208,39.99770023,-82.9245208,0.0,0.0,0.0,0.0
167433,21.0,2022-06-21 09:32:10,2022-06-21 10:44:08,85,10,0,10,Completed,2022-07-25 21:33:20,Ford,,2019,13,0,2022-01-02 14:57:50,39.99770023,-82.9245208,39.99770023,-82.9245208,0.0,0.0,0.0,0.0
167437,21.0,2022-06-20 09:27:09,2022-06-20 10:48:02,85,10,0,10,Completed,2022-07-25 21:35:04,Ford,,2019,13,0,2021-04-07 12:52:24,39.98447047,-82.91691115,39.73286958,-82.67034506,0.0,73.348,51.999623746,17.36
167437,21.0,2022-06-20 09:27:09,2022-06-20 10:48:02,85,10,0,10,Completed,2022-07-25 21:35:04,Ford,,2019,13,0,2022-01-02 14:57:50,39.98447047,-82.91691115,39.73286958,-82.67034506,0.0,73.348,51.999623746,17.36
167441,21.0,2022-06-24 09:33:50,2022-06-24 10:44:35,85,10,0,10,Completed,2022-07-25 21:26:59,Ford,,2019,13,0,2021-04-07 12:52:24,39.98443758,-82.91686407,39.73284146,-82.67034779,0.0,76.681,50.977533884,17.36
167441,21.0,2022-06-24 09:33:50,2022-06-24 10:44:35,85,10,0,10,Completed,2022-07-25 21:26:59,Ford,,2019,13,0,2022-01-02 14:57:50,39.98443758,-82.91686407,39.73284146,-82.67034779,0.0,76.681,50.977533884,17.36
167445,21.0,2022-06-23 09:29:42,2022-06-23 10:43:42,85,10,0,10,Completed,2022-07-25 21:29:07,Ford,,2019,13,0,2021-04-07 12:52:24,39.98423281,-82.91755687,39.73287329,-82.67037523,0.0,75.026,51.859384874,17.34
